model,family,protocol,fit,n_train,status,theta,true_theta,at_domain_bound,n_grid_local_maxima,n_evaluations,rank,columns,failure,se,wald_lower,wald_upper,held_out_invariance
M0star,sem,primary_loco,SOM,143,computable,-0.2935235058188956,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,ZAF,144,computable,-0.29948757254800634,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,SDN,140,computable,-0.4335838887823233,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,SWZ,145,computable,-0.2714185814107847,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,TZA,141,computable,-0.2570774749533443,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,TGO,143,computable,-0.33830676472530663,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,TUN,145,computable,-0.2765655210750534,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,UGA,143,computable,-0.33723018565543456,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,ZMB,141,computable,-0.31657768953099263,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,ZWE,141,computable,-0.3229085637147718,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,AFG,142,computable,-0.15070837981710786,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,ARM,143,computable,-0.29589322870603413,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,AZE,140,computable,-0.2829449337779427,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,BGD,146,computable,-0.21434294502853693,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,MMR,141,computable,-0.18991376744504215,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,KHM,144,computable,-0.2539221936089189,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,CHN,131,computable,-0.1228332299427941,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,GEO,140,computable,-0.24904159925032454,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,IND,140,computable,-0.19242110827720257,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,IDN,142,computable,-0.2211428718980279,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,IRN,134,computable,-0.32559504947048834,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,IRQ,136,computable,-0.5061194900845829,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,ISR,142,computable,-0.4164603874539565,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,JPN,145,computable,-0.12645008014199888,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,JOR,142,computable,-0.4164603874539565,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,KAZ,139,computable,-0.12359650998243658,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,LAO,145,computable,-0.25419126525145785,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,LBN,142,computable,-0.4164603874539565,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,MYS,144,computable,-0.22867200711543753,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,MNG,147,computable,-0.20525553447877293,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,NPL,147,computable,-0.22037063158436657,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,OMN,144,computable,-0.47164554724268726,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,PAK,141,computable,-0.2683431321634288,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,PHL,145,computable,-0.20469995487228104,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,QAT,145,computable,-0.4531260244518769,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,SAU,132,computable,-0.7301413908032538,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,KOR,147,computable,-0.15163306933048806,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,LKA,149,computable,-0.209416619111238,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,SYR,138,computable,-0.5238887375380137,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,TWN,147,computable,-0.1931169178150626,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,TJK,143,computable,-0.04081316003413163,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,THA,142,computable,-0.189918758795957,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,TUR,129,computable,-0.6932309538266839,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,TKM,141,computable,-0.2084961600762933,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,ARE,144,computable,-0.47164554724268726,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,UZB,142,computable,-0.20297254783413654,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,VNM,143,computable,-0.2172971005593225,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,YEM,142,computable,-0.28154395672390076,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,ALB,138,computable,-0.1711373841671157,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,AUT,133,computable,-0.16003588527872825,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,BLR,137,computable,0.0036605233559239944,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,BEL,141,computable,-0.1431206913277883,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,BIH,132,computable,-0.30928345556957504,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,BGR,136,computable,-0.3160751896569285,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,HRV,131,computable,-0.2721609108907475,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,CYP,141,computable,-0.5232209389811602,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,CZE,130,computable,-0.021556606308949736,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,DNK,138,computable,-0.003886311763529912,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,EST,142,computable,-0.17731562790506925,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,FIN,143,computable,-0.13542695564075652,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,FRA,135,computable,0.014293784905014791,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,DEU,129,computable,-0.057125913728830344,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,GRC,135,computable,-0.5977067220100966,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,HUN,131,computable,-0.18263631656882537,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,ISL,150,computable,-0.2115446698597766,0.4,False,1,261,19,19,,,,,True
M0star,sem,primary_loco,IRL,148,computable,-0.1886898232560224,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,ITA,127,computable,-0.38850807668961346,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,LVA,140,computable,-0.11360072558436357,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,LTU,140,computable,-0.11360072558436357,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,MKD,139,computable,-0.2606618706157446,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,MDA,139,computable,-0.41065124385900437,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,MNE,137,computable,-0.19720799482831644,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,NLD,138,computable,-0.13553779019080872,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,NOR,143,computable,-0.08300105620458134,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,POL,129,computable,0.03083457912967148,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,PRT,147,computable,-0.20460364742839235,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,ROU,132,computable,-0.358603021555105,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,RUS,124,computable,0.07692488819902653,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,SRB,131,computable,-0.3093064758292905,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,SVK,133,computable,-0.18921546903451572,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,SVN,134,computable,-0.12555141066357386,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,ESP,142,computable,-0.21906783175052363,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,SWE,138,computable,-0.0396468963932732,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,CHE,137,computable,-0.1623309684825271,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,UKR,130,computable,-0.23248016693510123,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,GBR,143,computable,-0.13606247329753798,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,BHS,145,computable,-0.18601860424797328,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,CAN,149,computable,-0.2464864169944523,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,CRI,145,computable,-0.14947878563083417,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,CUB,142,computable,-0.16015761727354086,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,DOM,146,computable,-0.17387793915520341,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,SLV,145,computable,-0.15272296996538293,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,GTM,146,computable,-0.2290507805528352,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,HTI,145,computable,-0.17584486423049792,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,HND,142,computable,-0.15976316030553714,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,JAM,144,computable,-0.14449133018006083,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,MEX,144,computable,-0.2502078784924112,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,NIC,143,computable,-0.13153980414002442,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,PAN,146,computable,-0.2284967577100942,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,USA,145,computable,-0.16587562755676324,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,AUS,148,computable,-0.20535224353986029,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,NZL,150,computable,-0.20502066392147247,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,PNG,148,computable,-0.20535224353986029,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,ARG,145,computable,-0.2681660673306626,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,BOL,145,computable,-0.2519682469650691,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,BRA,141,computable,-0.3071168690453126,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,CHL,146,computable,-0.2373865929143949,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,COL,139,computable,-0.16848483128303357,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,ECU,147,computable,-0.2583551506336883,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,PRY,145,computable,-0.2681660673306626,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,PER,145,computable,-0.281324085296302,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,SUR,148,computable,-0.2613619786082715,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,URY,147,computable,-0.24402935041098844,0.4,False,1,261,20,20,,,,,True
M0star,sem,primary_loco,VEN,146,computable,-0.25309280718636157,0.4,False,1,261,20,20,,,,,True
M0star,sem,m49_subregion_lo,0,149,computable,-0.21528280514010387,0.4,False,1,261,20,20,,,,,True
M0star,sem,m49_subregion_lo,1,146,computable,-0.17387793915520341,0.4,False,1,261,20,20,,,,,True
M0star,sem,m49_subregion_lo,2,144,computable,-0.12897465113256631,0.4,False,1,261,20,20,,,,,True
M0star,sem,m49_subregion_lo,3,147,computable,-0.017732585274213158,0.4,False,1,261,20,20,,,,,True
M0star,sem,m49_subregion_lo,4,137,computable,-0.17942050964779785,0.4,False,1,261,20,20,,,,,True
M0star,sem,m49_subregion_lo,5,146,computable,-0.21158122192926823,0.4,False,1,261,20,20,,,,,True
M0star,sem,m49_subregion_lo,6,141,computable,-0.1127580886568581,0.4,False,1,261,20,20,,,,,True
M0star,sem,m49_subregion_lo,7,150,computable,-0.2176004317971752,0.4,False,1,261,20,20,,,,,True
M0star,sem,m49_subregion_lo,8,143,computable,-0.15700476043256978,0.4,False,1,261,20,20,,,,,True
M0star,sem,m49_subregion_lo,9,145,computable,-0.43455754962777776,0.4,False,1,261,20,20,,,,,True
M0star,sem,m49_subregion_lo,10,149,computable,-0.2464864169944523,0.4,False,1,261,20,20,,,,,True
M0star,sem,m49_subregion_lo,11,141,computable,-0.2325021660658338,0.4,False,1,261,19,19,,,,,True
M0star,sem,m49_subregion_lo,12,140,computable,-0.3052168183566991,0.4,False,1,261,19,19,,,,,True
M0star,sem,m49_subregion_lo,13,143,computable,-0.2300313683148847,0.4,False,1,261,20,20,,,,,True
M0star,sem,m49_subregion_lo,14,146,computable,-0.2979128169326537,0.4,False,1,261,20,20,,,,,True
M0star,sem,m49_subregion_lo,15,144,computable,-0.3563974109086704,0.4,False,1,261,20,20,,,,,True
M0star,sem,m49_subregion_lo,16,140,computable,-0.226066966206453,0.4,False,1,261,20,20,,,,,True
M0star,sem,m49_subregion_lo,17,137,computable,-0.3096022989179578,0.4,False,1,261,20,20,,,,,True
M0star,sem,m49_subregion_lo,18,136,computable,-0.39600148348315944,0.4,False,1,261,20,20,,,,,True
M0star,sem,m49_subregion_lo,19,145,computable,-0.25016749334085375,0.4,False,1,261,20,20,,,,,True
M0star,sem,random10,0,135,computable,-0.348219117653891,0.4,False,1,261,20,20,,,,,True
M0star,sem,random10,1,136,computable,-0.11784518398972776,0.4,False,1,261,20,20,,,,,True
M0star,sem,random10,2,136,computable,-0.44086916517428887,0.4,False,1,261,20,20,,,,,True
M0star,sem,random10,3,136,computable,-0.05148430257710935,0.4,False,1,261,20,20,,,,,True
M0star,sem,random10,4,136,computable,-0.3423061840305242,0.4,False,1,261,20,20,,,,,True
M0star,sem,random10,5,136,computable,-0.27001182042666755,0.4,False,1,261,20,20,,,,,True
M0star,sem,random10,6,136,computable,-0.5217896538159524,0.4,False,1,261,19,19,,,,,True
M0star,sem,random10,7,136,computable,-0.13568720013355984,0.4,False,1,261,20,20,,,,,True
M0star,sem,random10,8,136,computable,-0.4289364457057598,0.4,False,1,261,20,20,,,,,True
M0star,sem,random10,9,136,computable,-0.1530890352345701,0.4,False,1,261,20,20,,,,,True
M0star,sar,full_sample,all,151,computable,0.3993548659321204,0.4,False,1,261,20,20,,0.0023410425498543515,0.39476650684813,0.40394322501611074,
M0star,sar,primary_loco,DZA,140,computable,0.38570508585212204,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,AGO,143,computable,0.3835972022226903,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,BEN,143,computable,0.3558886140755984,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,BWA,142,computable,0.3762939348382495,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,BFA,140,computable,0.3499110925384023,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,BDI,144,computable,0.40017215669783596,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,CMR,142,computable,0.39226639041110856,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,CAF,141,computable,0.38284204774824343,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,TCD,140,computable,0.4067717006025548,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,COG,143,computable,0.3989112519785082,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,COD,133,computable,0.38606078744123373,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,CIV,141,computable,0.3658702509210244,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,DJI,145,computable,0.36010766234754343,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,EGY,137,computable,0.36244686638661106,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,GNQ,145,computable,0.38466585634799466,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,ERI,143,computable,0.3839311620744557,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,ETH,141,computable,0.38946782645780953,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,GAB,143,computable,0.40037217573378503,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,GHA,142,computable,0.3372985843188741,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,GIN,142,computable,0.3950900497703305,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,GNB,145,computable,0.3965572961436103,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,KEN,142,computable,0.3582749444065419,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,LSO,146,computable,0.3660371688816877,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,LBR,143,computable,0.3900076188527197,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,LBY,142,computable,0.3985891403927271,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,MDG,149,computable,0.39307857531195156,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,MWI,145,computable,0.38922750019019814,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,MLI,135,computable,0.36375403832987135,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,MRT,142,computable,0.39353076053920116,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,MAR,145,computable,0.3941626797811169,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,MOZ,140,computable,0.3951238628901077,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,NAM,145,computable,0.38555143309895124,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,NER,140,computable,0.3503785955246048,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,NGA,139,computable,0.3497743483493319,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,RWA,145,computable,0.3765975042137992,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,SEN,143,computable,0.3992557121326907,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,SLE,144,computable,0.3997087243135573,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,SOM,143,computable,0.3612614719308222,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,ZAF,144,computable,0.36746081406917896,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,SDN,140,computable,0.3862230374596654,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,SWZ,145,computable,0.3663562829064433,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,TZA,141,computable,0.39606364805553523,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,TGO,143,computable,0.3558886140755984,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,TUN,145,computable,0.39772956811294613,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,UGA,143,computable,0.37387891886888686,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,ZMB,141,computable,0.3889599873271369,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,ZWE,141,computable,0.38255747911998556,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,AFG,142,computable,0.40176195227249756,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,ARM,143,computable,0.39143565000353164,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,AZE,140,computable,0.43507554803977244,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,BGD,146,computable,0.3883727805235821,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,MMR,141,computable,0.32327007880322317,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,KHM,144,computable,0.346513329854719,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,CHN,131,computable,0.41466805116061495,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,GEO,140,computable,0.4151067436880978,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,IND,140,computable,0.44865012272398486,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,IDN,142,computable,0.3847851927292347,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,IRN,134,computable,0.3897387948260527,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,IRQ,136,computable,0.37630555396334253,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,ISR,142,computable,0.35945468889657656,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,JPN,145,computable,0.40455569530404234,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,JOR,142,computable,0.35945468889657656,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,KAZ,139,computable,0.4237850683419667,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,LAO,145,computable,0.3725437353219104,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,LBN,142,computable,0.35945468889657656,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,MYS,144,computable,0.367984981253817,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,MNG,147,computable,0.41034129938916664,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,NPL,147,computable,0.39420180407116273,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,OMN,144,computable,0.38470006841205245,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,PAK,141,computable,0.4188884106224982,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,PHL,145,computable,0.4041365859784653,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,QAT,145,computable,0.3670275944510888,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,SAU,132,computable,0.34494624564020004,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,KOR,147,computable,0.39965047710610846,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,LKA,149,computable,0.3972524691247808,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,SYR,138,computable,0.3823348754559288,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,TWN,147,computable,0.4025853176354947,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,TJK,143,computable,0.4048964821957066,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,THA,142,computable,0.33980772663737047,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,TUR,129,computable,0.37690026743197436,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,TKM,141,computable,0.40242656346125627,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,ARE,144,computable,0.38470006841205245,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,UZB,142,computable,0.39169909947472986,0.4,False,1,261,20,20,,,,,True
M0star,sar,primary_loco,VNM,143,computable,0.3466336697185464,0.4,False,1,261,20,20,,,,,True
